Code,Name,Zone,Latitude,Longitude
BSEE2,BR.STO.EUGÉNIO (ESCOLA),PRT2,41.17913385,-8.637266349
BSS1,BESSA,PRT1,41.16071794,-8.644900372
BSS2,BESSA,PRT1,41.16046982,-8.644897165
BSS3,BESSA,PRT1,41.16039996,-8.642931187
BSS6,BESSA,PRT1,41.16022124,-8.644044448
BTC2,BOTICA,VCD8,41.23893985,-8.663855499
BTLH1,BATALHA,PRT1,41.14524631,-8.607252831
BTLH5,BATALHA,PRT1,41.14373993,-8.604041002
BTLH6,BATALHA,PRT1,41.14507881,-8.604334203
BV1,BELA VISTA,GDM2,41.15709252,-8.516200502
BV2,BELA VISTA,GDM2,41.15709819,-8.515925274
BVBR1,BOAVISTA BRASÍLIA,PRT1,41.15754966,-8.6273298
BVBR2,BOAVISTA BRASÍLIA,PRT1,41.15766158,-8.626620302
BVC2,B.V. COIMBRÕES,VNG1,41.12728247,-8.629227456
BVCM3,BOAVISTA CEMITÉRIO,PRT1,41.15719097,-8.629951585
BVCT1,BOAVISTA CORREIOS,PRT1,41.15821559,-8.627843112
BVE1,ERMESINDE - B. V.,MAI4,41.21699366,-8.551373343
BVE2,ERMESINDE - B. V.,MAI4,41.21731083,-8.550814928
BVG1,B. V. GONDOMAR,GDM1,41.14184263,-8.533114878
BVG2,B. V. GONDOMAR,GDM1,41.14208391,-8.532541343
BVLB1,B. V. LEÇA BALIO,MAI1,41.21140098,-8.633290003
BVLB2,B. V. LEÇA BALIO,MAI1,41.21100286,-8.633235168
BVLH1,BICA VELHA,PRT1,41.16769375,-8.619454228
BVLH2,BICA VELHA,PRT1,41.16785824,-8.620563036
BVLH3,BICA VELHA,PRT1,41.16748578,-8.620809357
BZ1,BAZAR,MAI4,41.18252337,-8.559818303
BZ2,BAZAR,MAI4,41.18225931,-8.560292693
C24A1,CAMPO 24 DE AGOSTO,PRT1,41.14878219,-8.598348208
C24A2,CAMPO 24 DE AGOSTO,PRT1,41.14865297,-8.597748031
C24A3,CAMPO 24 DE AGOSTO,PRT1,41.14862365,-8.598763355
C24A4,CAMPO 24 AGOSTO,PRT1,41.14895306,-8.59848709
C24A5,CAMPO 24 DE AGOSTO,PRT1,41.14894726,-8.597547879
C301,CURVA DO 30,GDM2,41.15554876,-8.514717855
C302,CURVA DO 30,GDM2,41.15543309,-8.514489284
C61,CAIS 6,MTS2,41.19377013,-8.689119215
C62,CAIS 6,MTS2,41.19361468,-8.688771076
CAB1,CABINE,VNG4,41.10593091,-8.640868621
CAB2,CABINE,VNG4,41.10593609,-8.640734361
CAB3,CABINE,VNG4,41.10620455,-8.641413006
CAB4,CABINE,VNG4,41.10613656,-8.641074578
CABN1,CABANAS,GDM1,41.16791255,-8.541310839
CABN2,CABANAS,GDM1,41.16799304,-8.541196261
CAIS1,CAIS DAS PEDRAS,PRT1,41.146109,-8.631036312
CAIS2,CAIS DAS PEDRAS,PRT1,41.14603054,-8.631064066
CAL1,CAL,MAI1,41.20522353,-8.643193687
CAL2,CAL,MAI1,41.20511532,-8.643228611
CALE,R.CAMPO ALEGRE,PRT1,41.15311796,-8.62860068
CAM1,CARLOS AMARANTE,PRT3,41.17545589,-8.613617315
CAM3,CARLOS AMARANTE,PRT3,41.17548181,-8.613786208
CARR1,CARRIÇAL,MTS1,41.18619565,-8.658685634
CARR2,CARRIÇAL,MTS1,41.18635542,-8.657942388
CART,CASA  DAS ARTES,PRT1,41.15604954,-8.641822604
CAVE4,LGO. DA CRUZ,VNG1,41.13715615,-8.619595574
CAZ,COUTINHO AZEVEDO,PRT1,41.15939753,-8.596911446
CB1,CARVALHA DE BAIXO,GDM1,41.16380154,-8.539324769
CB2,CARVALHA DE BAIXO,GDM1,41.16403803,-8.539633173
CB3,CARVALHA DE BAIXO,GDM1,41.16466707,-8.540118954
CB4,CARVALHA DE BAIXO,GDM1,41.16477561,-8.540330997
CBD1,CABEDA,VLG2,41.22334532,-8.532595649
CBD2,CABEDA,VLG2,41.22385428,-8.532367004
CBMN,CABO MUNDO,MTS2,41.22062982,-8.713312663
CBMN2,CABO MUNDO,MTS2,41.22070233,-8.713217906
CBN1,COMBONIANOS,MAI1,41.22331742,-8.615088977
CBN2,COMBONIANOS,MAI1,41.22282162,-8.615091656
CCA1,CONS.COSTA AROSO,MAI1,41.2389082,-8.632768436
CCA2,CONS.COSTA AROSO,MAI1,41.2391908,-8.633415076
CCB,CAMILO C. BRANCO,MAI1,41.20883189,-8.613367452
CCB1,CAMILO C. BRANCO,VNG1,41.13902121,-8.633984871
CCB2,CAMILO C. BRANCO,VNG1,41.13851696,-8.633682012
CCBR,COSTA CABRAL,PRT1,41.16836841,-8.592350002
CCC1,CLUBE CAÇADORES,VNG1,41.1147336,-8.605023686
CCC2,CLUBE CAÇADORES,VNG1,41.11504903,-8.604529734
CCC3,CLUBE CAÇADORES,VNG1,41.11497807,-8.60469208
CCL,CANCELINHAS,VNG5,41.13139478,-8.651712612
CCOR,CASA DO CORIM,MAI4,41.2019509,-8.573147205
CCRN1,CRISTOVÃO CERNACHE,MAI1,41.20781608,-8.622635533
CCRN2,CRISTOVÃO CERNACHE,MAI1,41.20768932,-8.622602458
CDF1,CEDOFEITA,PRT1,41.15512022,-8.618597312
CDF2,CEDOFEITA,PRT1,41.15455719,-8.6188525
CDFT1,CEDOFEITA,VNG4,41.09378313,-8.639107595
CDFT2,CEDOFEITA,VNG4,41.09368962,-8.638887366
CDL2,CANDAL,VNG1,41.13357871,-8.630763641
CDPD,CONDE D.PEDRO,VNG1,41.11518267,-8.608790525
CDR1,CEDRO,VCD8,41.24939493,-8.661576222
CEMT1,CEMITÉRIO,MAI1,41.20942876,-8.62587893
CEMT2,CEMITÉRIO,MAI1,41.20943102,-8.626093304
CERR1,CERRO,VNG4,41.1060357,-8.660898752
CERR2,CERRO,VNG4,41.10619722,-8.66101909
CF1,CONDE FERREIRA,PRT3,41.16960466,-8.589415494
CF2,CONDE FERREIRA,PRT3,41.16986619,-8.589310072
CFER1,CONDE FERREIRA,VLG1,41.19017551,-8.505758086
CFER2,CONDE FERREIRA,VLG1,41.19072196,-8.506376453
CFM,COMENDADOR FERREIRA  MATOS,MTS1,41.1770198,-8.682919973
CGG,COMBATENTES G.GUERRA,GDM1,41.14349154,-8.534265083
CGK1,CALOUSTE GULBENKIAN,MAI4,41.21044295,-8.562431862
CGK2,CALOUSTE GULBENKIAN,MAI4,41.21055082,-8.562480262
CHA1,CHÃ,VLG3,41.18218481,-8.478010799
CHA2,CHÃ,VLG3,41.18232189,-8.478090675
CHAO1,CHÃOS,MAI4,41.21018883,-8.538202645
CHAO2,CHÃOS,MAI4,41.21028771,-8.538250949
CHAS1,CHÃS,VNG1,41.14387855,-8.641880059
CHAS2,CHÃS,VNG1,41.14144546,-8.64169756
CHAS3,CHÃS,VNG1,41.14225422,-8.642061143
CHC1,CHANCIDRO,MAI2,41.24789316,-8.642222053
CHC2,CHÂNCIDRO,MAI2,41.24784006,-8.643024714
CHOL2,CHAVES OLIVEIRA,PRT3,41.16082742,-8.577528362
CHP1,CHOUPELO,VNG1,41.13308958,-8.612384317
CHP2,CHOUPELO,VNG1,41.13285776,-8.611834812
CHV1,CHÃO VERDE,GDM1,41.17295951,-8.556220261
CHV2,CHÃO VERDE,GDM1,41.17267336,-8.556953287
CHV3,CHÃO VERDE,GDM1,41.17393416,-8.555667669
CHV4,CHÃO VERDE,GDM1,41.17395572,-8.555486083
CI21,CINTURA INTERNA,PRT1,41.17280177,-8.626294585
CI22,CINTURA INTERNA,PRT1,41.17209033,-8.626280061
CI31,CINTURA INTERNA,PRT1,41.17394709,-8.61311172
CI32,CINTURA INTERNA,PRT1,41.17365666,-8.613139017
CIRC5,CIRCUNVALAÇÃO,PRT2,41.18316061,-8.646396797
CLVR1,CALVÁRIO,VLG1,41.19420016,-8.499971332
CLVR2,CALVÁRIO,VLG1,41.19326341,-8.499342328
CM3,CAMÕES,VNG1,41.13423199,-8.609620779
CM5,CAMÕES,VNG1,41.1343083,-8.609382293
CMEI1,CASTRO MEIRELES,MAI4,41.19774038,-8.594403493
CMEI2,CASTRO MEIRELES,MAI4,41.19775772,-8.594570505
CMG1,CÂMARA DE GAIA,VNG1,41.13063884,-8.606257335
CMG3,CÂMARA DE GAIA,VNG1,41.13054142,-8.606593919
CMGS1,CASAL DOS MOGOS,MAI1,41.22871673,-8.600441778
CMGS2,CASAL DOS MOGOS,MAI1,41.22827599,-8.600331295
CMIC1,CAROLINA MICHAELIS,PRT1,41.15791616,-8.622037529
CMIC2,CAROLINA MICHAELIS,PRT1,41.15816307,-8.62271318
CML1,CAMÉLIAS,MAI4,41.21724605,-8.558648772
CML2,CAMÉLIAS,MAI4,41.21743975,-8.558799774
CMO,CARMO,PRT1,41.14726617,-8.6166184
CMO1,CARMO,PRT1,41.1468526,-8.616282756
CMP1,CAMPANHÃ,PRT1,41.14974097,-8.585913721
CMP2,CAMPANHÃ,PRT1,41.14839502,-8.586019775
CMP4,CAMPANHÃ,PRT1,41.14726976,-8.587277408
CMP5,CAMPANHÃ,PRT1,41.14867792,-8.584237733
CMPD2,COMPLEXO MUNICIPAL PEDROUÇOS,MAI4,41.18911767,-8.584545247
CMPO1,IGREJA CAMPO,VLG3,41.18243292,-8.464079979
CMPO2,IGREJA CAMPO,VLG3,41.18254891,-8.464450023
CMPO3,CAMPO,VLG3,41.18502981,-8.457085047
CMPO4,CAMPO,VLG3,41.18514006,-8.457326845
CMPT1,CAMPO PASTELEIRA,PRT2,41.15255723,-8.662175054
CMPT2,CAMPO PASTELEIRA,PRT2,41.15290477,-8.66178736
CMR1,CAPITÃO MOURA,GDM1,41.15773083,-8.529452023
CMR2,CAPITÃO MOURA,GDM1,41.1574433,-8.529420911
CMS1,CASA DA MÚSICA (METRO),PRT1,41.16106954,-8.629754078
CMS2,CASA DA MÚSICA (METRO),PRT1,41.16124373,-8.629919692
CMS4,CASA DA MÚSICA (METRO),PRT1,41.1611294,-8.629649737
CMS5,CASA DA MÚSICA (METRO),PRT1,41.16130621,-8.629809677
CMS6,CASA DA MÚSICA (METRO),PRT1,41.16156716,-8.629783521
CMSM1,CEMITÉRIO STA. MARINHA,VNG1,41.12890493,-8.626738972
CMV,CÂMARA DE VALONGO,VLG1,41.19101784,-8.49836821
CN1,CASAIS NOVOS,MAI4,41.18961787,-8.562104706
CN2,CASAIS NOVOS,MAI4,41.18952263,-8.561815409
CNG1,CONGOSTAS,PRT2,41.17977438,-8.633819269
CNG2,CONGOSTAS,PRT2,41.18022399,-8.633953794
CNSL1,CONSOLATA,MAI4,41.20949687,-8.5648819
CNSL2,CONSOLATA,MAI4,41.20953292,-8.56500124
CNT1,CANTAREIRA,PRT2,41.14808523,-8.664505
CNT2,CANTAREIRA,PRT2,41.14816348,-8.665260282
CNT3,CANTAREIRA,PRT2,41.14797275,-8.665653789
CNT4,CANTAREIRA,PRT2,41.14777514,-8.665718924
CNTM,CONTUMIL (METRO),PRT3,41.16546555,-8.579545005
CNTM2,CONTUMIL (METRO),PRT3,41.16601876,-8.578524081
CNTT2,CONSTITUIÇÃO,PRT1,41.16397014,-8.611060904
CNV1,CEMITÉRIO NOVO,MAI1,41.20430454,-8.608393118
CNV2,CEMITÉRIO NOVO,MAI1,41.2040844,-8.608587517
COB3,COIMBRÕES,VNG1,41.12427482,-8.6313719
COB4,COIMBRÕES,VNG1,41.12425614,-8.631526555
COB6,COIMBRÕES 1,VNG1,41.1240005,-8.630262434
COD,LGO DA CODICEIRA,VLG2,41.2446736,-8.519703906
COD3,LGO DA CODICEIRA,VLG2,41.24456679,-8.519710432
COD4,CODICEIRA,VLG2,41.24569644,-8.513072398
COEM,COELHO MOREIRA,VNG4,41.09869174,-8.628659121
COLS,COLISEU DO PORTO,PRT1,41.14665477,-8.604645572
COMB1,COMBATENTES,PRT1,41.16465967,-8.600347186
COMB2,COMBATENTES,PRT1,41.16461676,-8.600621696
COMB3,COMBATENTES,PRT1,41.16531983,-8.598031586
COMB4,COMBATENTES,PRT1,41.16555077,-8.597899367
CONS1,CONSTITUIÇÃO,PRT1,41.16385452,-8.606253477
CONS2,CONSTITUIÇÃO,PRT1,41.16323148,-8.608970489
CONS3,CONSTITUIÇÃO,PRT1,41.16349506,-8.610922444
CONT,CONTINENTE,MTS1,41.18002723,-8.657018133
CONT2,CONTINENTE,MTS1,41.18427836,-8.663364755
CORD1,CORDOARIA,PRT1,41.14647592,-8.615197829
CORD2,CORDOARIA,PRT1,41.14505732,-8.616378532
CORD3,CORDOARIA,PRT1,41.14631288,-8.615232708
CORD4,CORDOARIA,PRT1,41.14516627,-8.616164932
CORD5,CORDOARIA,PRT1,41.14617545,-8.615260426
CORD7,CORDOARIA,PRT1,41.14525122,-8.615980397
CORI1,CORISCOS,MAI4,41.20251817,-8.572286781
CORI2,CORISCOS,MAI4,41.20325818,-8.571660485
CORM1,CORIM,MAI4,41.20061873,-8.574364661
CORM2,CORIM,MAI4,41.20043798,-8.574704768
COVH1,COVILHÃ,GDM2,41.1520533,-8.510706901
COVH4,COVILHÃ,GDM2,41.15218256,-8.510679949
COVN1,COVINA,MAI4,41.21026399,-8.530167279
COVN2,COVINA,MAI4,41.20977485,-8.53112132
CPL,CAMPO LINDO,PRT1,41.16808951,-8.610429253
CPL1,CAMPO LINDO,PRT1,41.16729165,-8.610756026
CPL2,CAMPO LINDO,PRT1,41.16764855,-8.610352632
CPNH1,CAMPOLINHO,VNG4,41.09552638,-8.630951744
CPNH2,CAMPOLINHO,VNG4,41.0961445,-8.631682465
CPOV1,CASA DO POVO,MTS2,41.21864822,-8.673881297
CPOV2,CASA DO POVO,MTS2,41.2185263,-8.67384783
CPR1,CASA DA PRELADA,PRT2,41.17302604,-8.633123047
CPR2,CASA DA PRELADA,PRT2,41.17356377,-8.633526234
CPRN4,CEMITÉRIO PARANHOS,PRT3,41.17425474,-8.600465326
CPSF1,CAPELA SRA.FÁTIMA,PRT2,41.17508232,-8.619364339
CPSF2,CAPELA SRA.FÁTIMA,PRT2,41.17498384,-8.619232527
CPTO,CERCO DO PORTO,PRT3,41.15991868,-8.570274
CPTO1,CERCO DO PORTO,PRT3,41.16043203,-8.570241678
CPTO2,CERCO DO PORTO,PRT3,41.16006225,-8.570875656
CPU1,CAPUCHINHOS,PRT2,41.18226417,-8.61803511
CPU2,CAPUCHINHOS,PRT2,41.18285993,-8.617681975
CQ10,CASTELO DO QUEIJO,PRT2,41.16746257,-8.689282461
CQ3,CASTELO DO QUEIJO,PRT2,41.16755936,-8.687152706
CQ5,SEA LIFE CASTELO DO QUEIJO,PRT2,41.16826266,-8.687800558
CQ8,CASTELO DO QUEIJO,PRT2,41.16783664,-8.689487637
CREI1,CRISTO REI,PRT2,41.15986704,-8.66612785
CREI2,CRISTO REI,PRT2,41.15989997,-8.666317746
CRG1,CORGA,MAI4,41.20967366,-8.575030115
CRG2,CORGA,MAI4,41.20986351,-8.575137923
CRJ1,CORUJEIRA,PRT3,41.15932123,-8.580896305
CRJ2,CORUJEIRA,PRT3,41.15943223,-8.580778506
CRM1,CASA DE RAMALDE,PRT2,41.1683074,-8.645826746
CRM2,CASA DE RAMALDE,PRT2,41.16841872,-8.645807131
CRMT1,CÂNDIDO REIS (METRO),MAI1,41.20133261,-8.649505577
CRMT2,CÂNDIDO REIS (METRO),MAI1,41.20122484,-8.649445121
CRPO1,CRESPO,MAI4,41.19262817,-8.579514522
CRPO2,CRESPO,MAI4,41.19251292,-8.579753036
CRR1,CARREIRA,GDM1,41.17787049,-8.540689879
CRR2,CARREIRA,GDM1,41.17790302,-8.540897597
CRRP2,CORREIA PINTO,PRT2,41.16886896,-8.658654418
CRRS1,CARREIROS,MAI4,41.1944937,-8.570421134
CRRS2,CARREIROS,MAI4,41.19440028,-8.570569719
CRST1,CRASTO,VNG4,41.09929035,-8.637098329
CRST2,CRASTO,VNG4,41.0995982,-8.637275303
CRT,CARTES,PRT3,41.16211461,-8.575256889
CRT1,CARTES,PRT3,41.16271947,-8.574843962
CRT2,CARTES,PRT3,41.16135346,-8.572863122
CRTD,CARTÓDROMO,MTS2,41.22402428,-8.713924572
CRTD2,CARTÓDROMO,MTS2,41.22392637,-8.71391464
CRTM1,CRESTINS (METRO),VCD8,41.23160579,-8.655087519
CRTM2,CRESTINS (METRO),VCD8,41.23149796,-8.655038952
CRTO1,CRASTO,PRT2,41.15745389,-8.681931773
CRTO2,CRASTO,PRT2,41.15732518,-8.682090008
CRTO3,CRASTO,PRT2,41.15774011,-8.679717688
CRTO4,CRASTO,PRT2,41.15665324,-8.680235782
CRV1,CARCAVELOS,MTS1,41.17980478,-8.681518638
CRV2,CARCAVELOS,MTS1,41.17955547,-8.6817614
CRVH1,CORDOARIA VELHA,PRT2,41.14796599,-8.650415537
CRVH2,CORDOARIA VELHA,PRT2,41.14807338,-8.650389679
CRVL,CRAVEL,VNG1,41.11402401,-8.602399364
CRVL1,CRAVEL,VNG1,41.114032,-8.602649438
CRZ,CRUZEIRO,MTS2,41.22462376,-8.703282839
CRZ1,CRUZEIRO,MAI4,41.21343392,-8.554122543
CRZ2,CRUZEIRO,MAI4,41.21330026,-8.554318719
CSA3,C.SAÚDE DE ALDOAR,PRT2,41.17596697,-8.666415516
CSAD1,CENTRO SAÚDE,MAI4,41.21829994,-8.589039185
CSAD4,CENTRO SAÚDE,MAI4,41.2191389,-8.58863959
CSBV,CASA DE SAÚDE DA BOAVISTA,PRT1,41.16450612,-8.632062252
CSBV1,CASA DE SAÚDE DA BOAVISTA,PRT1,41.1650291,-8.630994587
CSC,C. SAÚDE CAMPANHÃ,PRT1,41.15703672,-8.58998731
CSE1,C.SAÚDE DE ERMESINDE,MAI4,41.22571301,-8.545430369
CSE2,C.SAÚDE DE ERMESINDE,MAI4,41.22507467,-8.545618351
CSJ4,CAMPUS S. JOÃO,PRT3,41.1798137,-8.605396375
CSLP1,C. SAÚDE LEÇA PALMEIRA,MTS2,41.19939552,-8.69671142
CSLP2,C. SAÚDE LEÇA PALMEIRA,MTS2,41.19996126,-8.69648539
CSP1,C. SAÚDE PARANHOS,PRT1,41.16886437,-8.612362282
CSP2,C. SAÚDE PARANHOS,PRT1,41.16825098,-8.612283628
CSR1,C. SAÚDE RAMALDE,PRT2,41.16971856,-8.653783072
CSR2,C. SAÚDE RAMALDE,PRT2,41.16951481,-8.653601522
CSRT3,C.SAÚDE RIO TINTO,MAI4,41.17461106,-8.561315353
CSRT4,C.SAÚDE DE RIO TINTO,MAI4,41.17430582,-8.56107503
CSS2,CAPELA SRA. SAÚDE,PRT1,41.14707013,-8.589280861
CSS3,CAPELA S.RA SAÚDE,PRT1,41.14752217,-8.588961784
CSSH1,C.SAÚDE DA  SRA.HORA,MTS1,41.1917604,-8.657666647
CSSH3,CENTRO DE SAÚDE SRA HORA,MTS1,41.1912168,-8.65840131
CSSM1,C. SAÚDE S. MAMEDE,MAI1,41.19822895,-8.610856431
CSSM2,C. SAÚDE S. MAMEDE,MAI1,41.19752854,-8.610983693
CSSO1,C.SOCIAL SOUTELO,GDM1,41.16954357,-8.550792776
CSSO2,C.SOCIAL SOUTELO,GDM1,41.16962305,-8.550734575
CSSR1,C. SAÚDE S. REIS,VNG1,41.12062934,-8.609864452
CSSR2,C. SAÚDE S. REIS,VNG1,41.12062988,-8.609733481
CSTM1,CUSTÓIAS (METRO),MAI1,41.20029448,-8.655223843
CSTM2,CUSTÓIAS (METRO),MAI1,41.20022349,-8.655440965
CSX1,CENTRAL SEIXO,MAI1,41.19127405,-8.629318057
CSX2,CENTRAL SEIXO,MAI1,41.19177782,-8.630609665
CSXN1,C. SEIXO (NORTE),MAI1,41.18953056,-8.632713764
CSXN2,C. SEIXO (NORTE),MAI1,41.1895569,-8.632868915
CSXS1,C. SEIXO (SUL),MAI1,41.18401204,-8.63137683
CSXS2,C. SEIXO (SUL),MAI1,41.18327253,-8.631293238
CTIO1,CUSTIÓ,MAI1,41.22440957,-8.639269015
CTIO2,CUSTIÓ,MAI1,41.22524569,-8.639736122
CTN1,CASTANHEIRA,MAI4,41.1814538,-8.566210587
CTN2,CASTANHEIRA,MAI4,41.18164234,-8.566354846
CTP,CLUBE TÉNIS PORTO,PRT1,41.16205528,-8.614063312
CTS,CASTELOS,PRT1,41.16799342,-8.62936137
CTS1,CASTELOS,PRT1,41.16863265,-8.630180867
CTS2,CASTELOS,PRT1,41.16855983,-8.63001117
CTS3,CASTELOS,PRT1,41.16864468,-8.630914227
CTSS1,CATASSOL,MAI1,41.22041297,-8.614036466
CTSS2,CATASSOL,MAI1,41.22032085,-8.614178496
CTV1,COTOVIAS,PRT2,41.18066267,-8.636590941
CTV2,COTOVIAS,PRT2,41.18089977,-8.636182541
CUS1,CUSTÓIAS,MAI1,41.20312245,-8.641530246
CUS3,CUSTÓIAS,MAI1,41.20280423,-8.642566852
CUS4,CUSTÓIAS,MAI1,41.20235637,-8.642038822
CUSF1,CUSTÓIAS (FEIRA),MAI1,41.20232021,-8.644100971
CUSF2,CUSTÓIAS (FEIRA),MAI1,41.20194558,-8.645153409
CUSF3,CUSTÓIAS (FEIRA),MAI1,41.20219654,-8.643563538
CUTM1,CUTAMAS,MAI4,41.19036086,-8.591875381
CUTM2,CUTAMAS,MAI4,41.18999613,-8.591536005
CV1,CARVALHA,GDM1,41.16464302,-8.54168626
CV2,CARVALHA,GDM1,41.16467989,-8.541448194
CVA1,CARVALHOSA,PRT1,41.15653894,-8.620119718
CVA2,CARVALHOSA,PRT1,41.1561412,-8.620677402
CVC1,CAVACO,MAI1,41.23090024,-8.599324325
CVC2,CAVACO,MAI1,41.23085604,-8.599121255
CVD1,CAVADAS,MAI1,41.18881186,-8.597109251
CVD2,CAVADAS,MAI1,41.18872066,-8.597205968
CVI1,CARVALHIDO,PRT1,41.16654972,-8.624948846
CVI2,CARVALHIDO,PRT1,41.16679195,-8.625153219
CVI3,CARVALHIDO,PRT1,41.1670271,-8.625981775
CVI4,CARVALHIDO,PRT1,41.16634703,-8.626442545
CVI5,CARVALHIDO,PRT1,41.16682694,-8.625893098
CVI6,CARVALHIDO,PRT1,41.16647134,-8.627345737
CVLO,COVELO,PRT1,41.16662077,-8.607341613
CVLO1,COVELO,PRT1,41.16594379,-8.606285462
CVLO2,COVELO,PRT1,41.16540088,-8.605838314
CVN1,CAVADA NOVA,GDM1,41.17377648,-8.5532425
CVN2,CAVADA NOVA,GDM1,41.17389962,-8.551574989
CVO,CARVALHEIRO,VNG4,41.10194464,-8.647594631
CVO2,CARVALHEIRO,VNG4,41.10158623,-8.647305167
CVPR1,CAVES VINHO PORTO,VNG1,41.13791994,-8.612767937
CZG1,CRUZ. GUARDEIRAS,VCD8,41.25242428,-8.658005965
CZG2,CRUZ. GUARDEIRAS,VCD8,41.25245675,-8.657797864
CZV1,CRUZ VERMELHA,PRT1,41.16083279,-8.62458432
CZV2,CRUZ VERMELHA,PRT1,41.16133724,-8.624742981
CZV3,CRUZ VERMELHA,PRT1,41.15957015,-8.625277779
CZV4,CRUZ VERMELHA,PRT1,41.16020704,-8.623733745
DAC1,DR. AMÉRICO COSTA,GDM1,41.16528132,-8.543514411
DAC2,DR. AMÉRICO COSTA,GDM1,41.16538406,-8.543454279
DACM1,DR. A. COSTA MAIA,VCD8,41.24562449,-8.664805369
DACM2,DR. A. COSTA MAIA,VCD8,41.24537548,-8.664756742
DAFC1,DR. AFONSO CORDEIRO,PRT2,41.17379337,-8.685419208
DAFC2,DR. AFONSO CORDEIRO,PRT2,41.17344194,-8.685475831
DAG1,DR.ANTÓNIO GRANJO,VNG1,41.13518255,-8.625238989
DAH1,D.AFONSO HENRIQUES,PRT2,41.17270509,-8.681406212
DAH2,D.AFONSO HENRIQUES,PRT2,41.17242518,-8.681570699
DAM,D.AMÉLIA,PRT1,41.15776577,-8.598910965
DB2,DR. BARROS,MAI1,41.18616928,-8.603511336
DBT1,DR DOMINGOS BONTEMPO,MAI1,41.20500334,-8.638005883
DBT2, DR.DOMINGOS BONTEMPO,MAI1,41.20459992,-8.637964155
DC1,DIOGO CÃO,PRT1,41.16535975,-8.592674472
DC2,DIOGO CÃO,PRT1,41.16590449,-8.592163024
DC4,DIOGO CÃO,PRT1,41.16455136,-8.592180306
DC5,DIOGO CÃO,PRT1,41.16477573,-8.592190249
DCAS1,DOZE CASAS,PRT1,41.15910853,-8.604377633
DCAS2,DOZE CASAS,PRT1,41.15822533,-8.604573821
DCPF1,DR.CARLOS FELGUEIRAS,MAI4,41.20053164,-8.583050273
DCPF2,DR. CARLOS FELGUEIRAS,MAI4,41.20060019,-8.583187114
DCS3,DAVID CORREIA DA SILVA,MAI4,41.17239088,-8.560287983
DCS4,DAVID CORREIA DA SILVA,MAI4,41.17250539,-8.560270735
DDN1,D.DINIS,MAI4,41.19808755,-8.583667496
DDN2,D.DINIS,MAI4,41.19773944,-8.583293357
DISP1,DISPENSÁRIO,VNG1,41.12930834,-8.614895915
DISP2,DISPENSÁRIO,VNG1,41.129268,-8.615452603
DIU1,DIU,PRT2,41.1536563,-8.675882619
DJ1,D.JOÃO I,MTS1,41.17675828,-8.686755027
DJ31,D.JOÃO III,PRT2,41.15732093,-8.661204653
DJ32,D.JOÃO III,PRT2,41.15760929,-8.660245068
DJM1,D.JOÃO II (METRO),VNG1,41.11963518,-8.606404328
DJM2,D.JOÃO II (METRO),VNG1,41.12019675,-8.605598717
DJOA4,D. JOÃO IV,PRT1,41.1489991,-8.601648699
DL1,D. LEONOR,PRT2,41.14702774,-8.659660667
DL2,D. LEONOR,PRT2,41.14727161,-8.660156779
DL5,D.LEONOR,PRT2,41.14740066,-8.660479442
DL6,D.LEONOR,PRT2,41.14729842,-8.660606568
DMAN1,D. MANUEL II,MAI1,41.2367815,-8.608622333
DMAN2,D. MANUEL II,MAI1,41.23694514,-8.608471321
DNAP3,D. NUNO A. PEREIRA,MTS1,41.17924631,-8.679486182
DNAP4,D. NUNO A. PEREIRA,MTS1,41.17903868,-8.679020741
DP5,D.PEDRO V,VNG1,41.12341386,-8.609325012
DPA1,DR.PORFÍRIO ANDRADE,MAI4,41.18678065,-8.557999075
DPA2,DR.PORFÍRIO ANDRADE,MAI4,41.18756706,-8.55836608
DPV3,D.PEDRO V,PRT1,41.15105331,-8.62922836
DPV4,D.PEDRO V,PRT1,41.15097184,-8.629453839
DQL,DUQUE LOULÉ,PRT1,41.14555136,-8.603649011
DQL1,DUQUE LOULÉ,PRT1,41.14558582,-8.603414536
DRB1,DR. BARROS,MAI1,41.18944939,-8.601567911
DRB2,DR.BARROS,MAI1,41.189275,-8.601471599
DSQ,DOMINGOS SEQUEIRA,PRT1,41.16289201,-8.631369987
DSS,DIONÍSIO SANTOS SILVA,PRT3,41.17494567,-8.606815146
DT2,DUQUE TERCEIRA,PRT1,41.14588222,-8.598793756
DTR,DIU/TEATRO,PRT2,41.15333468,-8.67654738
DV2,DEVESAS,VNG1,41.12588308,-8.618039118
DVE1,DEVESAS (ESTAÇÃO),VNG1,41.12906969,-8.619773858
DVE2,DEVESAS (ESTAÇÃO),VNG1,41.12924684,-8.620465853
DVE3,DEVESAS (ESTAÇÃO),VNG1,41.12922079,-8.620239402
E109,ESTR.NACIONAL 109,VNG4,41.09488489,-8.62937581
EBSR1,ESC. EB 2/3 S REIS,VNG1,41.11103226,-8.598556488
EBSR2,ESC. EB 2/3 S REIS,VNG1,41.11079055,-8.598209532
EC,ELECTROCERÂMICA,VNG1,41.13661795,-8.62964334
ECC1,ENTRE CANCELAS,GDM1,41.18185594,-8.532259239
ECC2,ENTRE CANCELAS,GDM1,41.18194536,-8.532438552
EDM1,ESTR. D. MIGUEL,GDM1,41.19111241,-8.521671465
EDM2,ESTR. D. MIGUEL,GDM1,41.19121081,-8.521862761
